Date,Hour,Minute,Price
2021-06-17,15,26,59990.0
2021-06-18,09,33,59990.0
2021-06-19,00,59,59490.0
2021-06-20,14,22,59990.0
2021-06-21,10,25,59990.0
2021-06-22,00,28,59490.0
2021-06-23,00,29,59490.0
2021-06-24,07,45,59990.0
2021-06-25,02,20,59490.0
2021-06-26,09,09,59490.0
2021-06-27,01,23,59990.0
2021-06-28,07,34,59490.0
2021-06-29,06,09,59490.0
2021-06-30,07,05,59990.0
2021-07-01,13,03,59490.0
2021-07-02,06,57,59990.0
2021-07-03,06,11,59990.0
2021-07-04,06,50,59490.0
2021-07-05,00,53,59490.0
2021-07-06,07,36,59990.0
2021-07-07,11,54,59490.0
2021-07-08,06,07,57500.0
2021-07-09,00,11,59990.0
2021-07-10,00,26,59990.0
2021-07-11,14,01,59889.0
2021-07-12,11,38,59889.0
2021-07-13,06,52,59889.0
2021-07-14,15,37,59889.0
2021-07-15,06,18,59889.0
2021-07-16,09,14,59889.0
2021-07-17,00,38,59990.0
2021-07-18,06,53,59990.0
2021-07-19,08,29,59990.0
2021-07-20,07,10,58990.0
2021-07-21,07,17,60990.0
2021-07-22,23,21,60990.0
2021-07-23,16,02,60990.0
2021-07-24,00,01,60990.0
2021-07-25,06,57,60990.0
2021-07-26,00,24,52990.0
2021-07-26,20,00,52990.0
2021-07-27,11,00,52990.0
2021-07-28,09,06,60990.0
2021-07-29,00,01,60990.0
2021-07-30,00,25,60990.0
2021-08-01,06,24,60990.0
2021-08-02,10,59,60990.0
2021-08-03,00,38,60990.0
2021-08-03,12,54,60990.0
2021-08-04,14,34,60990.0
2021-08-05,03,19,59490.0
2021-08-06,03,39,59490.0
2021-08-07,00,08,59490.0
2021-08-08,00,19,59490.0
2021-08-08,18,58,60990.0
2021-08-10,03,33,60990.0
2021-08-11,09,15,59990.0
2021-08-11,18,58,59490.0
2021-08-13,06,00,59990.0
2021-08-13,18,44,59990.0
2021-08-16,01,33,59990.0
2021-08-16,05,58,59990.0
2021-08-18,00,29,59989.0
2021-08-19,08,12,58990.0
2021-08-20,14,40,58990.0
2021-08-22,14,10,59989.0
2021-08-23,05,19,59989.0
2021-08-24,08,39,59989.0
2021-08-25,00,41,59989.0
2021-08-26,09,10,59989.0
2021-08-27,06,04,59480.0
2021-08-28,14,05,59990.0
2021-08-28,20,00,59990.0
2021-08-29,20,28,59990.0
2021-08-30,11,22,59990.0
2021-08-31,00,22,59990.0
2021-09-01,17,45,59990.0
2021-09-02,05,49,59990.0
2021-09-03,09,40,59990.0
2021-09-04,09,05,59990.0
2021-09-05,13,30,59990.0
2021-09-06,06,01,59990.0
2021-09-08,09,45,59990.0
2021-09-09,17,40,59990.0
2021-09-10,10,55,59990.0
2021-09-11,12,35,59990.0
2021-09-13,21,10,59990.0
2021-09-14,10,12,59990.0
2021-09-15,09,46,59990.0
2021-09-16,09,30,59990.0
2021-09-17,20,30,60990.0
2021-09-18,04,05,60990.0
2021-09-19,08,10,60990.0
2021-09-20,00,06,60990.0
2021-09-21,01,15,60990.0
2021-09-22,11,05,60990.0
2021-09-23,06,05,60990.0
2021-09-24,08,40,60990.0
2021-09-25,01,41,60990.0
2021-09-26,04,15,60990.0
2021-09-27,00,50,60990.0
2021-09-27,18,52,60990.0
2021-09-28,10,06,60990.0
2021-09-29,07,25,60990.0
2021-09-30,06,05,60990.0
2021-09-30,18,52,60990.0
2021-10-01,07,11,60990.0
2021-10-01,19,08,49990.0
2021-10-02,04,53,49990.0
2021-10-02,19,14,49990.0
2021-10-03,11,38,49990.0
2021-10-03,19,16,49990.0
2021-10-04,16,07,49990.0
2021-10-05,01,04,49990.0
2021-10-05,20,00,49990.0
2021-10-06,17,19,49990.0
2021-10-07,10,06,52990.0
2021-10-08,01,37,52990.0
2021-10-09,08,32,52990.0
2021-10-09,19,06,52990.0
2021-10-10,12,39,52990.0
2021-10-10,22,16,52990.0
2021-10-12,02,17,52990.0
2021-10-13,14,46,52990.0
2021-10-14,07,21,52990.0
2021-10-15,01,13,52990.0
2021-10-15,07,50,52990.0
2021-10-16,23,18,52990.0
2021-10-17,01,13,52990.0
2021-10-18,09,06,52990.0
2021-10-18,21,41,52990.0
2021-10-19,20,17,52990.0
2021-10-20,18,51,52990.0
2021-10-21,20,42,52990.0
2021-10-22,10,02,52990.0
2021-10-22,19,31,52990.0
2021-10-23,14,26,52990.0
2021-10-24,07,57,49990.0
2021-10-24,19,53,49990.0
2021-10-25,12,02,49990.0
2021-10-26,03,27,49990.0
2021-10-27,04,37,49990.0
2021-10-27,20,27,49990.0
2021-10-28,11,45,49990.0
2021-10-29,06,17,49990.0
2021-10-30,10,12,49990.0
2021-10-31,04,37,49990.0
2021-11-01,02,02,49990.0
2021-11-02,02,37,49990.0
2021-11-03,06,53,59899.0
2021-11-04,04,57,49990.0
2021-11-06,09,53,58790.0
2021-11-07,13,32,58490.0
2021-11-07,20,47,58490.0
2021-11-08,13,01,60990.0
2021-11-09,08,14,58490.0
2021-11-10,12,32,59999.0
2021-11-11,05,17,58490.0
2021-11-12,08,44,58490.0
2021-11-12,18,58,58490.0
2021-11-14,14,14,59999.0
2021-11-15,04,04,59999.0
2021-11-15,20,48,59999.0
2021-11-18,09,48,59999.0
2021-11-19,05,14,59999.0
2021-11-21,04,52,59874.0
2021-11-22,11,38,59999.0
2021-11-23,12,18,59999.0
2021-11-24,08,27,59999.0
2021-11-25,01,08,58490.0
2021-11-26,00,34,59999.0
2021-11-27,06,22,59999.0
2021-11-28,08,02,58990.0
2021-11-28,20,22,59999.0
2021-11-29,16,17,59999.0
2021-11-29,20,28,58990.0
2021-11-30,16,35,58990.0
2021-12-01,06,48,59999.0
2021-12-02,11,20,59999.0
2021-12-02,18,32,58990.0
2021-12-03,22,48,58990.0
2021-12-04,08,59,59999.0
2021-12-04,22,25,59999.0
2021-12-05,23,08,59999.0
2021-12-06,02,45,58990.0
2021-12-07,03,33,58490.0
2021-12-07,21,13,59999.0
2021-12-08,21,02,58990.0
2021-12-11,08,24,59999.0
2021-12-12,06,05,58990.0
2021-12-13,09,08,58990.0
2021-12-14,06,49,59999.0
2021-12-14,19,39,58990.0
2021-12-16,20,01,58990.0
2021-12-17,03,53,59999.0
2021-12-19,15,35,59999.0
2021-12-21,07,59,59999.0
2021-12-22,15,36,59999.0
2021-12-23,11,16,59999.0
2021-12-25,13,25,59891.0
2021-12-25,21,53,59891.0
2021-12-26,20,59,58990.0
2021-12-27,21,41,58990.0
2021-12-28,10,42,58990.0
2021-12-28,18,50,59446.0
2021-12-29,15,55,59890.0
2021-12-30,16,45,58990.0
2021-12-30,19,10,59446.0
2022-01-01,05,26,59490.0
2022-01-02,01,48,59530.0
2022-01-05,16,44,59530.0
2022-01-07,21,53,59530.0
2022-01-08,07,30,59530.0
2022-01-10,13,14,59530.0
2022-01-11,17,55,59391.0
2022-01-12,19,30,59391.0
2022-01-13,14,42,59391.0
2022-01-15,08,45,59999.0
2022-01-16,00,44,59999.0
2022-01-17,00,30,59999.0
2022-01-17,14,40,52990.0
2022-01-18,18,11,52990.0
2022-01-19,10,50,52990.0
2022-01-20,16,35,52990.0
2022-01-21,00,05,52990.0
2022-01-22,02,02,59999.0
2022-01-23,16,45,59999.0
2022-01-24,06,55,59999.0
2022-01-24,12,45,58999.0
2022-01-25,07,15,58999.0
2022-01-26,06,25,58999.0
2022-01-27,14,05,58999.0
2022-01-28,07,37,58999.0
