Date,Hour,Minute,Price
2022-08-28,10,21,16490.0
2022-08-30,08,06,16990.0
2022-08-31,05,14,16490.0
2022-09-03,04,49,16490.0
2022-09-03,19,34,16590.0
2022-09-06,17,37,16990.0
2022-09-07,23,43,16990.0
2022-09-09,15,04,16990.0
2022-09-10,18,49,16990.0
2022-09-11,21,44,16590.0
2022-09-13,01,06,16990.0
2022-09-14,07,08,16990.0
2022-09-18,09,25,16990.0
2022-09-19,16,52,16990.0
2022-09-20,23,42,16900.0
2022-09-21,02,49,16990.0
2022-09-21,15,02,16900.0
2022-09-21,22,32,16990.0
2022-09-22,02,40,15990.0
2022-09-22,03,39,16990.0
2022-09-22,12,40,15970.0
2022-09-22,14,35,16990.0
2022-09-22,18,23,15990.0
2022-09-23,05,23,16990.0
2022-09-23,06,39,15990.0
2022-09-23,13,54,16990.0
2022-09-23,15,25,15990.0
2022-09-23,17,45,16990.0
2022-09-23,21,58,15990.0
2022-09-24,09,23,16990.0
2022-09-24,11,08,15990.0
2022-09-24,14,00,16990.0
2022-09-24,15,47,15990.0
2022-09-25,04,11,16990.0
2022-09-25,08,27,15990.0
2022-09-25,13,31,16990.0
2022-09-25,15,59,15990.0
2022-09-26,01,14,16990.0
2022-09-26,01,21,16900.0
2022-09-26,03,43,16990.0
2022-09-26,04,31,15740.0
2022-09-26,06,56,16900.0
2022-09-26,07,32,15740.0
2022-09-26,08,38,16990.0
2022-09-26,13,50,15740.0
2022-09-26,14,55,16990.0
2022-09-26,17,55,15740.0
2022-09-26,20,50,15990.0
2022-09-26,21,22,16990.0
2022-09-26,23,34,15990.0
2022-09-27,00,16,16990.0
2022-09-27,01,37,15740.0
2022-09-27,03,34,16990.0
2022-09-27,05,44,15990.0
2022-09-27,06,18,15740.0
2022-09-27,16,37,15990.0
2022-09-27,18,13,15740.0
2022-09-27,22,04,16990.0
2022-09-27,22,04,15990.0
2022-09-28,12,36,16990.0
2022-09-28,14,57,15990.0
2022-09-28,18,30,16990.0
2022-09-28,18,48,15990.0
2022-09-29,00,48,16990.0
2022-09-29,01,42,15990.0
2022-09-29,09,10,16990.0
2022-09-29,12,47,15990.0
2022-09-29,17,49,15740.0
2022-09-30,00,56,16990.0
2022-09-30,03,47,15740.0
2022-09-30,07,10,16990.0
2022-09-30,07,42,15990.0
2022-09-30,08,06,16990.0
2022-09-30,11,04,15740.0
2022-09-30,13,54,15990.0
2022-09-30,16,40,16990.0
2022-09-30,17,13,15990.0
2022-09-30,18,41,15740.0
2022-09-30,20,48,15990.0
2022-09-30,23,15,16990.0
2022-10-01,00,01,15990.0
2022-10-01,01,03,15740.0
2022-10-01,03,15,15990.0
2022-10-01,06,09,16990.0
2022-10-01,09,32,15990.0
2022-10-01,10,59,16990.0
2022-10-01,17,21,15740.0
2022-10-01,18,07,15990.0
2022-10-01,18,53,16990.0
2022-10-01,20,43,16900.0
2022-10-01,22,51,15990.0
2022-10-01,22,52,15740.0
2022-10-01,23,56,15990.0
2022-10-01,23,57,15740.0
2022-10-02,01,35,15990.0
2022-10-02,08,23,15740.0
2022-10-02,11,19,15990.0
2022-10-02,11,50,15740.0
2022-10-02,13,06,15990.0
2022-10-02,15,08,16990.0
2022-10-02,15,34,15990.0
2022-10-04,23,19,15990.0
2022-10-05,10,44,15700.0
2022-10-05,12,19,15990.0
2022-10-05,20,12,15740.0
2022-10-05,21,26,15990.0
2022-10-06,04,04,15740.0
2022-10-06,06,03,15990.0
2022-10-06,14,52,15900.0
2022-10-06,15,08,15990.0
2022-10-06,21,12,15740.0
2022-10-06,21,35,15990.0
2022-10-06,22,35,15740.0
2022-10-07,13,37,15990.0
2022-10-07,15,24,15740.0
2022-10-07,18,17,15990.0
2022-10-07,22,53,15740.0
2022-10-07,22,58,15990.0
2022-10-07,23,49,15740.0
2022-10-08,01,10,15990.0
2022-10-08,17,02,15700.0
2022-10-08,18,11,15990.0
2022-10-09,00,07,15700.0
2022-10-09,00,30,15990.0
2022-10-09,13,14,15840.0
2022-10-09,13,44,15990.0
2022-10-09,14,30,15740.0
2022-10-09,18,56,15990.0
2022-10-09,22,56,15740.0
2022-10-10,01,15,15990.0
2022-10-10,02,10,15740.0
2022-10-10,04,34,15990.0
2022-10-11,05,08,15990.0
2022-10-11,15,10,15840.0
2022-10-11,16,14,15990.0
2022-10-12,22,30,15240.0
2022-10-15,18,17,15990.0
2022-10-15,23,10,15840.0
2022-10-16,00,21,15240.0
2022-10-16,01,54,15990.0
2022-10-16,08,14,15240.0
2022-10-16,10,56,15990.0
2022-10-16,16,39,15240.0
2022-10-16,19,25,15990.0
2022-10-17,01,56,15240.0
2022-10-17,05,35,15990.0
2022-10-18,00,11,15990.0
